shipment_id,order_id,customer_id,destination_id,zone,ready_at,dispatch_at,promised_delivery_date,current_service_id,handling_class,consolidation_allowed
S-0184,O-0092,C-019,D-037,NORD,2026-09-01T08:00:00+02:00,2026-09-01T09:00:00+02:00,2026-09-02,RAPIDO,standard,true
S-0185,O-0093,C-019,D-037,NORD,2026-09-01T08:00:00+02:00,2026-09-01T09:00:00+02:00,2026-09-02,LINEA,standard,true
S-0186,O-0093,C-019,D-038,CENTRO,2026-09-02T08:00:00+02:00,2026-09-02T09:00:00+02:00,2026-09-07,ECONOMIA,bulky,true
S-0187,O-0094,C-019,D-038,CENTRO,2026-09-02T08:00:00+02:00,2026-09-02T09:00:00+02:00,2026-09-07,RAPIDO,standard,true
S-0188,O-0094,C-019,D-038,CENTRO,2026-09-02T08:00:00+02:00,2026-09-02T09:00:00+02:00,2026-09-07,LINEA,standard,false
S-0189,O-0095,C-019,D-038,CENTRO,2026-09-02T08:00:00+02:00,2026-09-02T09:00:00+02:00,2026-09-07,ECONOMIA,standard,true
S-0190,O-0095,C-019,D-038,CENTRO,2026-09-02T08:00:00+02:00,2026-09-02T09:00:00+02:00,2026-09-07,RAPIDO,standard,true
S-0191,O-0096,C-020,D-039,NORD,2026-09-03T08:00:00+02:00,2026-09-03T09:00:00+02:00,2026-09-08,LINEA,standard,true
S-0192,O-0096,C-020,D-039,NORD,2026-09-03T08:00:00+02:00,2026-09-03T09:00:00+02:00,2026-09-08,ECONOMIA,standard,true
S-0193,O-0097,C-020,D-039,NORD,2026-09-03T08:00:00+02:00,2026-09-03T09:00:00+02:00,2026-09-08,RAPIDO,standard,true
S-0194,O-0097,C-020,D-039,NORD,2026-09-03T08:00:00+02:00,2026-09-03T09:00:00+02:00,2026-09-08,LINEA,standard,true
S-0195,O-0098,C-020,D-039,NORD,2026-09-03T08:00:00+02:00,2026-09-03T09:00:00+02:00,2026-09-08,ECONOMIA,standard,true
S-0196,O-0098,C-020,D-040,CENTRO,2026-09-08T08:00:00+02:00,2026-09-08T09:00:00+02:00,2026-09-09,RAPIDO,standard,true
S-0197,O-0099,C-020,D-040,CENTRO,2026-09-08T08:00:00+02:00,2026-09-08T09:00:00+02:00,2026-09-09,LINEA,standard,true
S-0198,O-0099,C-020,D-040,CENTRO,2026-09-08T08:00:00+02:00,2026-09-08T09:00:00+02:00,2026-09-09,ECONOMIA,standard,true
S-0199,O-0100,C-020,D-040,CENTRO,2026-09-08T08:00:00+02:00,2026-09-08T09:00:00+02:00,2026-09-09,RAPIDO,standard,false
S-0200,O-0100,C-020,D-040,CENTRO,2026-09-08T08:00:00+02:00,2026-09-08T09:00:00+02:00,2026-09-09,LINEA,standard,true
